Column,reference,text,name,normalized,cluster_key_collision,cluster_levenshtein,cluster_levenshtein_radius2,cluster_levenshtein_block5
832,282:003, um-ma m.$u-wa-ar-da-ta ÌR-<ka>-ma, m.$u-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
833,282:005, a-na GÌR.MEß m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
834,282:008, li-{il5}-ma-ad m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
835,282:010, yu-u$-$i-ra m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
836,282:015, ù yi-<il5>-ma-ad m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
837,283:001, a-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
838,283:003, um-ma m.$u-wa-ar-da-ta ÌR-ka, m.$u-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
839,283:004, a-na GÌR.MEß m.LUGAL-ri EN-ia am-qut, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
840,283:009, du-gu-la-ni KI m.LUG{AL-r}i EN-ia, m.LUG{AL-r}i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
841,283:011, ur-ru-ba it-ti m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
842,283:013, m.LUGAL-ri EN-ia a-nu-ma m.ia-an-ha-{mu}, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
843,283:013, m.LUGAL-ri EN-ia a-nu-ma m.ia-an-ha-{mu}, m.ia-an-ha-{mu}, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
844,283:017, m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
845,283:018, yi-il5-ma-ad m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
846,283:023, nu-di-ni m.LUGAL-ri EN-{ia}, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
847,283:025, yu-u$-$i-ra m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
848,283:027, m.LUGAL-ri EN-ia a-nu-ma, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
849,283:028, m.ia-an-ha-mu ù ra-bi-{ci}, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
850,283:029, m.LUGAL-ri EN-ia yi-iq-b[i], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
851,283:030, m.LUGAL-ri EN-ia i{t}-ti-$u, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
852,283:032, UGU m.$u-wa-ar-da-ta, m.$u-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
853,284:001, {a}-na m.LUG[AL]-ri EN-i[a], m.LUG[AL]-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
854,284:002, um-ma m.$u-wa-ar-{da}-ta Ì[R-ka], m.$u-wa-ar-{da}-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta, m.šu-wa-ar-da-ta
855,284:003, {a}-na {G}ÌR.MEß m.LUGAL-ri EN-i[a], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
856,284:006, <yi>-{ìl}-ma-a{d} m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
857,284:008, {KUR.ME}ß m.LUGA{L}-ri EN-ia i-ba-$u-ti, m.LUGA{L}-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
858,284:009, 1-en ù a-{nu}-ma m.ra-a[h]-ma-nu $[a], m.ra-a[h]-ma-nu, m.ra-ah-ma-nu, m.ra-ah-ma-nu, m.ra-ah-ma-nu, m.ra-ah-ma-nu, m.ra-ah-ma-nu
859,284:010, [d]a?-{gu?!}-al [K]UR.MEß m.LUGAL-ri [E]{N-ia}, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
860,284:011, p{a}-aµ-r{a} {i}-ia-nu a-{n}a m.LUG{AL}-r{i}, m.LUG{AL}-r{i}, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
861,284:012, {y}i-il5-{q}é-n{i} m.LUGAL-ri [EN-ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
862,284:013, $a-ap-r{a}-ti a-{na} m.LUGAL-ri EN-i[a], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
863,284:015, [p]u-ia {na}? [x x x] m.LUG{AL}-ri, m.LUG{AL}-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
864,284:016, yu-u[$-$i]-ra m.LUGAL-ri [E]N-i{a}, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
865,284:019, m.LUGAL-{r}i E{N}-{ia} {qa}-ti-{hu}, m.LUGAL-{r}i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
866,284:021, y{í}-i{a}?-{t}a? m.LUG{AL}-ri EN-{ia}, m.LUG{AL}-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
867,284:024, m.LU{GAL}-ri E{N}-ia {$u}-[x]-{x-x}, m.LU{GAL}-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
868,284:028, [x (x) x x]-{nu} a-{n}a m.LUGAL-r{i} <EN-ia>, m.LUGAL-r{i}, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
869,284:029, [x x x m.]L{UGAL}-ri E{N}-i{a}, m.]L{UGAL}-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
870,284:035, [m.LUGAL]-ri EN-ia {x (x)} [x (x)], [m.LUGAL]-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
871,285:002, [um-ma m.Ì]R-h[i-ba ÌR-ka-ma], m.Ì]R-h[i-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
872,285:010, [m.e-en-ha-]mu e-m[u-qí/qa ù], [m.e-en-ha-]mu, m.e-en-ha-mu, m.e-en-ha-mu, m.e-en-ha-mu, m.e-en-ha-mu, m.e-en-ha-mu
873,285:014, [a-na m.Ì]R-hi-ba ÌR-$u, m.Ì]R-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
874,285:024, [a-na m.ad-da-i]a LÚ.MAßKIM LUGAL[-ri], m.ad-da-i]a, m.ad-da-ia, m.ad-da-ia, m.ad-da-ia, m.ad-da-ia, m.ad-da-ia
875,286:001, [a]-na m.LUGAL EN-ia qí-bi-ma, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
876,286:002, um-ma m.ÌR-he-ba ÌR-ka-ma, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba
877,286:007, i-na pa-ni LUGAL EN-ri  m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba
878,286:025, ù li-te-mi m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
879,286:028, [gáb-]b[a]-$[a ]m.e-en-ha-mu, ]m.e-en-ha-mu, m.e-en-ha-mu, m.e-en-ha-mu, m.e-en-ha-mu, m.e-en-ha-mu, m.e-en-ha-mu
880,286:036, [KUR.H]Á LUGAL EN gáb-$a m.i-li-mil-ku, m.i-li-mil-ku, m.i-li-mil-ku, m.i-li-mil-ku, m.i-li-mil-ku, m.i-li-mil-ku, m.i-li-mil-ku
881,286:061, [a-n]a túp-$[a]r LUG[AL] EN-ia um-ma m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba, m.ÌR-he-ba
882,287:001, [a-na m.LUGAL]-ri EN-ia[ qí-bi-ma], m.LUGAL]-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
883,287:002, [um-ma m.Ì]R-hi-ba ÌR-k[a-ma a-na], m.Ì]R-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
884,287:029, a-mur ip-$a an-ni-ú ip-$i  m.mil-ki-ili, m.mil-ki-ili, m.mil-ki-ili, m.mil-ki-ili, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
885,287:047, [m.a]d-da-ya a-di LÚ.MEß ma-car-ti LÚ ú-e-e, [m.a]d-da-ya, m.ad-da-ya, m.ad-da-ya, m.ad-da-ya, m.ad-da-ya, m.ad-da-ia
886,287:049, [iq-]bi a-na ia-a-$i  m.a-da-ya, m.a-da-ya, m.a-da-ya, m.a-da-ya, m.a-da-ya, m.a-da-ya, m.a-da-ya
887,287:065, qí-bi-ma um-ma m.ÌR-hi-ba ÌR-ka-ma, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
888,288:001, [a-n]a  m.LUGAL-ri EN-ia d.U[T]U[-ia q]í[-bi-ma], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
889,288:002, um-ma m.ÌR-hi-ba ÌR-ka-ma, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
890,288:019, m.$u-ú-ta LÚ MAßKÍM LUGAL-ri ka-$[a-ad], m.$u-ú-ta, m.šu-ú-ta, m.šu-ú-ta, m.šu-ú-ta, m.šu-ú-ta, m.šu-ú-ta
891,288:022, [a-]na qa-ti m.$u-ú-ta NÍG.BA LUGAL EN-ia, m.$u-ú-ta, m.šu-ú-ta, m.šu-ú-ta, m.šu-ú-ta, m.šu-ú-ta, m.šu-ú-ta
892,288:041, a-mur m.tu-ur-ba-zu G[A]Z de4-ka, m.tu-ur-ba-zu, m.tu-ur-ba-zu, m.tu-ur-ba-zu, m.tu-ur-ba-zu, m.tu-ur-ba-zu, m.tu-ur-ba-zu
893,288:043, a-mur m.zi-im-ri-da URU l[a-k]i-si.KI, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
894,288:045, m.ia-ap-ti-ih-adda GAZ te-k[a], m.ia-ap-ti-ih-adda, m.ia-ap-ti-ih-adda, m.ia-ap-ti-ih-adda, m.ia-ap-ti-ih-adda, m.ia-ap-ti-ih-adda, m.ia-ap-ti-ih-adda
895,288:063, [um-ma] m.ÌR-hi-ba ÌR-ma a-na 2 GÌR.M[Eß], m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
896,289:002, um-ma m.ÌR-hi-ba m.ÌR-k[a-ma], m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
897,289:002, um-ma m.ÌR-hi-ba m.ÌR-k[a-ma], m.ÌR-k[a-ma], m.ÌR-ka-ma, m.ÌR-ka-ma, m.ÌR-ka-ma, m.ÌR-ka-ma, m.ÌR-ka-ma
898,289:005, a-mur m.mil-ki-lim la-a i-pa-aµ[-µa-ar], m.mil-ki-lim, m.mil-ki-lim, m.mil-ki-lim, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
899,289:011, a-mur m.mil-ki-lim ù m.ta-gi, m.mil-ki-lim, m.mil-ki-lim, m.mil-ki-lim, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
900,289:011, a-mur m.mil-ki-lim ù m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi
901,289:019, a-na m.ta-gi ù LÚ.MEß URU g[í]n-ti.KI, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi, m.ta-gi
902,289:022, <DUMU.MEß>? m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
903,289:025, m.mil-ki-lim [$]a-par a-na ta-g[i], m.mil-ki-lim, m.mil-ki-lim, m.mil-ki-lim, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
904,289:031, i-na ßU m.ha-ya DUMU mi-ia-re-e, m.ha-ya, m.ha-ya, m.ha-ya, m.ha-ya, m.ha-ya, m.ha-ya
905,289:032, [l]a-qé-mi  m.ad-da-ya $a-ka-an, m.ad-da-ya, m.ad-da-ya, m.ad-da-ya, m.ad-da-ya, m.ad-da-ya, m.ad-da-ia
906,289:038, lu-ú ir-pí-$u  m.pu-ú-ru, m.pu-ú-ru, m.pu-ú-ru, m.pu-ú-ru, m.pu-ú-ru, m.pu-ú-ru, m.pu-ú-ru
907,289:045, mu-$e-ra m.yi->ih-<en-ha-m[u    ], m.yi->ih-<en-ha-m[u, m.yi->ih-<en-ha-mu, m.yi->ih-<en-ha-mu, m.yi->ih-<en-ha-mu, m.yi->ih-<en-ha-mu, m.yi->ih-<en-ha-mu
908,289:048, [ um]-ma m.ÌR-hi-ba ÌR-[ka-ma], m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
909,290:001, [a-na ]m.LUGAL EN-ia, ]m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
910,290:003, [m.ÌR-]hi-ba ÌR-ka-ma a-na 2 GÌR.MEß, [m.ÌR-]hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
911,290:006, m.mil-ki-lu ù m.$u-ar-da-tu4, m.mil-ki-lu, m.mil-ki-lu, m.mil-ki-lu, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
912,290:006, m.mil-ki-lu ù m.$u-ar-da-tu4, m.$u-ar-da-tu4, m.šu-ar-da-tu4, m.šu-ar-da-tu4, m.šu-ar-da-tu4, m.šu-ar-da-ti, m.šu-ar-da-ti
913,290:019, li-i$-me LUGAL-ri a-na m.ÌR-hi-ba ÌR-ka, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba, m.ÌR-hi-ba
914,290:026, {a-na} KA-i  m.mil-ki[-li], m.mil-ki[-li], m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li, m.mil-ki-li
915,290:027, [ù a]-na[-K]A-i  m.$u-ar-d]a-[t]i, m.$u-ar-d]a-[t]i, m.šu-ar-da-ti, m.šu-ar-da-ti, m.šu-ar-da-ti, m.šu-ar-da-ti, m.šu-ar-da-ti
916,292:001, a-na m.!LUGAL EN-ia DINGIR[.MEß-ia], m., m., m., m., m., m.
917,292:003, um-ma m.!DINGIR.IM.DI.KU5 ÌR-k[a  ], m., m., m., m., m., m.
918,292:033, ù al-lu-ú il5-qé-$i m.ma!-a-ia, m.ma, m.ma, m.ma, m.ma, m.ma, m.ma
919,292:036, ù NU-id! a-na m.re-a-na-ap, m.re-a-na-ap, m.re-a-na-ap, m.re-a-na-ap, m.re-a-na-ap, m.re-a-na-ap, m.re-a-na-ap
920,292:042, m.pé-e-ia DUMU.MÍ gu-la-t[i7], m.pé-e-ia, m.pé-e-ia, m.pé-e-ia, m.pé-e-ia, m.pé-e-ia, m.pé-e-ia
921,292:051, m.pé-e-ia i-na 1 me KÙ.BABBAR.MEß ù li-ma-ad, m.pé-e-ia, m.pé-e-ia, m.pé-e-ia, m.pé-e-ia, m.pé-e-ia, m.pé-e-ia
922,293:003, [u]m-ma m.[IM.D]I.KU5 Ì[R-ka], m.[IM.D]I.KU5, m.IM.DI.KU5, m.IM.DI.KU5, m.IM.DI.KU5, m.IM.DI.KU5, m.IM.DI.KU5
923,294:001, a-na m.LUGAL EN-ia DINGIR.MEß-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
924,294:003, u[m-m]a m.ci-{id}-[q]í-lí ÌR-ka, m.ci-{id}-[q]í-lí, m.ci-id-qí-lí, m.ci-id-qí-lí, m.ci-id-qí-lí, m.ci-id-qí-lí, m.ci-id-qí-lí
925,294:016, [a-m]ur ip-$i m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia
926,294:024, m.pí-i-ia DUMU gu-la-ti, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia
927,294:030, i$-tu pa-ni m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia, m.pí-i-ia
928,295:001, [a-na m.LUGAL-ri E]N-ia [d.]UTU-ia D[INGIR.MEß-ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
929,295:003, [um-ma m._ _ _ ]DI.KUD ÌR-ka ÌR ki[-ti], m._, m._, m., m., m., m.
930,295:005, [m.LUG]A[L-r]i EN-ia a-na GÌR.MEß m.LUGAL-[-ri], [m.LUG]A[L-r]i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
931,295:005, [m.LUG]A[L-r]i EN-ia a-na GÌR.MEß m.LUGAL-[-ri], m.LUGAL-[-ri], m.LUGAL--ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
932,295:008, a-mur-me a-na-ku ÌR m.LUGAL-ri E[N-ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
933,295:009, $a ur-ru-du m. LUGAL-ra EN-ia u[l-tu], m., m., m., m., m., m.
934,295:012, ù l[i-ìl-ma-a]d m.LUGAL-ru BE-[ia], m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
935,295:014, m.ia-ab-[ni- _ _  LÚ URU c]i-du-na, m.ia-ab-[ni-, m.ia-ab-ni-, m.ia-ab-ni-, m.ia-ab-ni-, m.ia-ab-ni-, m.ia-ab-ni-
936,295:018, qa-du m.ka-a[l-bi LÚ URU, m.ka-a[l-bi, m.ka-al-bi, m.ka-al-bi, m.ka-al-bi, m.ka-al-bi, m.ka-al-bi
937,295:R04, ù li-ìl-ma-ad m.L[UGAL]-ru ki[-ti-ia], m.L[UGAL]-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
938,295:R05, ù li-di-in4-me m.LUGAL-ru EN[-ia], m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
939,295:R10, a-na ur-ru-ud m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
940,296:001, a-na m.LUGAL-r[i] E[N]-ia, m.LUGAL-r[i], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
941,296:004, um-ma m.ia-a[h]-ti-ri ÌR-ka, m.ia-a[h]-ti-ri, m.ia-ah-ti-ri, m.ia-ah-ti-ri, m.ia-ah-ti-ri, m.ia-ah-ti-ri, m.ia-ah-ti-ri
942,296:024, m.ia-an-ha-ma LÚ.MAßKIM-$u, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
943,297:001, a-na m.LUGAL EN-ia DINGIR.MEß-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
944,297:003, um-ma m.ia-pa-@ì ÌR-k[a-m]a, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-
945,298:004, um-ma m.ia-pa[-@]ì LÚ $a, m.ia-pa[-, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-
946,299:001, a-na m.LUGAL EN-ia DINGIR.MEß-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
947,299:003, DINGIR $a10-mì um-ma m.ia-pa-@ì, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-
948,300:001, [a-na m.LUGAL E]N-{ia} DINGIR[.MEß-ia], m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
949,300:004, [m.ia-pa-@ì] {a}-{mi}(?)[-l]i(?), [m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-, m.ia-pa-
950,301:001, a[-n]a m.[LU]GAL EN-ia d.[UTU], m.[LU]GAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
951,301:003, um-ma m.$u-ba-an-[d]i, m.$u-ba-an-[d]i, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di
952,301:012, m.ha-an-ia $a-par, m.ha-an-ia, m.ha-an-ia, m.ha-an-ia, m.ha-an-i, m.ha-an-i, m.ha-an-i
953,302:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
954,302:004, um-ma m.$u-ba-an[-d]i, m.$u-ba-an[-d]i, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di
955,303:001, a-na m.LUGAL-ri EN-ia DINGIR.MEß-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
956,303:004, m.$u-ba-an-di ÌR-ka, m.$u-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di
957,303:020, [a-n]a  m.táh-[m]a-a$-$i, m.táh-[m]a-a$-$i, m.táh-ma-aš-ši, m.táh-ma-aš-ši, m.táh-ma-aš-ši, m.táh-ma-aš-ši, m.táh-ma-aš-ši
958,304:001, a-na m.LUGAL-ri [EN-ia DINGIR.MEß-ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
959,304:004, um-ma m.$u-ba-an-di, m.$u-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di
960,305:001, a-na m.LUGAL-ri EN-ia d.UTU, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
961,305:004, um-ma  m.$u-ba-an-du, m.$u-ba-an-du, m.šu-ba-an-du, m.šu-ba-an-du, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di
962,306:001, [a-na m.LUGAL-ri EN-ia DINGIR.MEß-ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
963,306:003, [um-]ma  m.$u-[b]a-an[-di ÌR-ka], m.$u-[b]a-an[-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di, m.šu-ba-an-di
964,309:001, a-na m.LU[GA]L[ EN-ia], m.LU[GA]L[, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
965,309:004, um-ma  m.[, m.[, m., m., m., m., m.
966,312:006, [a-na GÌR.M]Eß  m.L[U]G[AL EN-ia], m.L[U]G[AL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
967,314:001, a-na m.LUGAL EN-ia DINGIR.MEß-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
968,314:003, AN $a10-me um-ma m.pu-d.IM, m.pu-d.IM, m.pu-d.IM, m.pu-d.IM, m.pu-d.IM, m.pu-d.IM, m.pu-d.IM
969,315:003, um-ma m.pu-d.IM LÚ $a URU yu-ur-ca.KI, m.pu-d.IM, m.pu-d.IM, m.pu-d.IM, m.pu-d.IM, m.pu-d.IM, m.pu-d.IM
