Column,reference,text,name,normalized,cluster_key_collision,cluster_levenshtein,cluster_levenshtein_radius2,cluster_levenshtein_block5
291,128:021, [um-ma] m.i-li-ra[-pí-ih], m.i-li-ra[-pí-ih], m.i-li-ra-pí-ih, m.i-li-ra-pí-ih, m.i-li-ra-pí-ih, m.i-li-ra-pí-ih, m.i-li-ra-pí-ih
292,129:001, [m.ri-ib]-ad-d[i qi-bi/bí-mi], [m.ri-ib]-ad-d[i, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di
293,129:005, m.ÌR-a-$i-ir-t[i i]-nu[-m]a, m.ÌR-a-$i-ir-t[i, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
294,129:045, [a-na ÌR-ka m.]ri-ib-ad-di, m.]ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di
295,129:082, m.b[ir-]ia-wa-zi pal-ha <i$>-tu LUGAL BE[-ia], m.b[ir-]ia-wa-zi, m.bir-ia-wa-zi, m.bir-ia-wa-zi, m.bir-ia-wa-zi, m.bir-ia-wa-zi, m.bir5-ia-wa-za
296,129:095, [ÉRIN.MEß pí-]µ[á]-tam ù q[a-l]u-nu a-n[a _ _ _ ] {dan}-nu la-qú-mi m.pí-wu-r[i], m.pí-wu-r[i], m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri
297,129:097, [   a-n]a $a-$u-nu ù _ _ _ _ _ _ _ _ _ _ m.pí-wu-ri $um-ma, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri
298,130:003, m.ri-ib-d.IßKUR ÌR-ka-ma, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
299,130:011, m.i-ri-ma-ia-a$-$a, m.i-ri-ma-ia-a$-$a, m.i-ri-ma-ia-aš-ša, m.i-ri-ma-ia-aš-ša, m.i-ri-ma-ia-aš-ša, m.i-ri-ma-ia-aš-ša, m.i-ri-ia-ma-aš-ša
300,130:032, [m.]ha-za-nu-tu ti-du-ku-[na $u]-nu, [m.]ha-za-nu-tu, m.ha-za-nu-tu, m.ha-za-nu-tu, m.ha-za-nu-tu, m.ha-za-nu-tu, m.ha-za-nu-tu
301,131:022, LUGAL i-nu-ma di-ki m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri, m.pí-wu-ri
302,131:035, a-na ia-a-$i m.pa-ha-am-na-t[a], m.pa-ha-am-na-t[a], m.pa-ha-am-na-ta, m.pa-ha-am-na-ta, m.pa-ha-am-na-ta, m.pa-ha-am-na-ta, m.pa-ha-am-na-ta
303,131:062, [yi-$a-al m.]ia-an-ha-ma a-na a-<wa>-te.MEß  an-<nu-tu>, m.]ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
304,132:002, [qí-]bi-ma um-ma m.ri-ib-d.IßKUR, m.ri-ib-d.IßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
305,132:011, m.ÌR-a-$i-ir-ta UGU-ia, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
306,132:017, la-qí m.ÌR-a-$i-ir-t[a], m.ÌR-a-$i-ir-t[a], m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
307,132:020, pu-hi-ir m.a-zi-ru k[a-li], m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
308,132:029, [a]l-lu-mi m.ia-an-h[a-mu], m.ia-an-h[a-mu], m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
309,132:034, m.ÌR-a-$i-ir-ta ù, m.ÌR-a-$i-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
310,132:038, ki-na-na a-na m.pa-wu-[ra], m.pa-wu-[ra], m.pa-wu-ra, m.pa-wu-ra, m.pa-wu-ra, m.pa-wu-ra, m.pa-wu-ra
311,132:040, i-na a-wa-te.MEß  m.ha-i[p], m.ha-i[p], m.ha-ip, m.ha-ip, m.ha-ip, m.ha-ip, m.ha-ip
312,132:042, an-nu-ú m.ha-ip na-da[-an], m.ha-ip, m.ha-ip, m.ha-ip, m.ha-ip, m.ha-ip, m.ha-ip
313,132:047, qa-la-ta ù m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra, m.pí-hu-ra
314,133:007, DUMU.MEß m.ÌR-a-$i-i[r-ta], m.ÌR-a-$i-i[r-ta], m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
315,133:009, [a-]nu-ma m.ha-ip[ it-ti-ka], m.ha-ip[, m.ha-ip, m.ha-ip, m.ha-ip, m.ha-ip, m.ha-ip
316,134:003, [yi-ìl-]qí-$i m.a-z[i-ru], m.a-z[i-ru], m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
317,134:008, [m.]a-zi-ru ERÍN.MEß a-n[a], [m.]a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
318,136:012, m.DUMU ÌR-a-$i-ir-ta, m.DUMU, m.DUMU, m.DUMU, m.DUMU, m.DUMU, m.DUMU
319,136:029, it-ti-$u $a m.am-mu-ni-ra, m.am-mu-ni-ra, m.am-mu-ni-ra, m.am-mu-ni-ra, m.am-mu-ni-ra, m.am-mu-ni-ra, m.am-mu-ni-ra
320,137:001, m.ri-ib-ad[-di qí-bi-mi], m.ri-ib-ad[-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di
321,137:015, al-ka-ti a-na ma-har-ri m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri
322,137:066, m.ha-mu-ni-ri i-ba-$a-ti i-nu-ma, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri
323,137:069, i-nu-ma al-ka-ti a-na ma-har m.ha-mu-\ni-ri, m.ha-mu-, m.ha-mu-, m.ha-mu-, m.ha-mu-, m.ha-mu-, m.ha-mu-
324,137:088, m.ha-mu[-ni-ri, m.ha-mu[-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri
325,138:008, ú-u[l a]l-ka-ti a-na ma-har m.a-p[i], m.a-p[i], m.a-pi, m.a-pi, m.a-pi, m.a-pi, m.a-pi
326,138:029, m.ÌR-a$-ra-ti ù a-na-[ca-a]r-mi, m.ÌR-a$-ra-ti, m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti
327,138:034, [m.ÌR-a-$i]-ir-ti ù a-[nu-m]a i-na-an-na, [m.ÌR-a-$i]-ir-ti, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
328,138:035, l[a-qi/qa U]R[U c]u-m[u-ri m.]a-zi-ru, m.]a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
329,138:037, a-di ma-ti ni-ka-$i-$u DUMU m.ÌR-[a-$i-ir-ti], m.ÌR-[a-$i-ir-ti], m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ti, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta, m.ÌR-a-ši-ir-ta
330,138:045, ni-te-pu-u$-mi a-na m.a-zi-ri ù, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
331,138:050, [ti-t]e-pu-$u-mi a-na DUMU.MEß m.ÌR-a$-ra-t[i], m.ÌR-a$-ra-t[i], m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti, m.ÌR-aš-ra-ti
332,138:052, a-na da[-ba-b]i a-na ma-har m.ha-mu-ni[-ri], m.ha-mu-ni[-ri], m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri
333,138:053, ù ni-pu[-u$ ki]-tam a$-$um-ma m.[h]a-[mu-ni-ri], m.[h]a-[mu-ni-ri], m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri
334,138:057, a-na-ku ù m.[a-wi] U[GU URU].KI, m.[a-wi], m.a-wi, m.a-wi, m.a-wi, m.a-wi, m.a-wi
335,138:059, la-qí LÚ ar-ni L[UGAL.ÉRIN.M]Eß m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
336,138:066, m.ri-ib-ad-di ki-ka-n[u] i$-tu, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di
337,138:070, ÉRIN.MEß m.a-zi-ri i$-t[u] URU.KI, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
338,138:090, ù ti-iq-bu URU.KI al-lu-mi m.[ri-ib-ad-di], m.[ri-ib-ad-di], m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di
339,138:093, ù te-né-pu-$u-na a-na m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
340,138:105, a-na m.a-zi-ri y[i-p]u-[u]$ ip-$a GAL], m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
341,138:107, {ù }µ]á-pí-ìl m.[a][-p[í] q[a-du ia-$i], m.[a][-p[í], m.a-pí, m.a-pi, m.a-pi, m.a-pi, m.a-pi
342,138:109, a-na m.a-zi-ri ù [ú-ul i]a-[ku]-[u]l, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
343,138:111, ta-aq-bi [URU.K]I m.[ri-i]b[-a]d-di, m.[ri-i]b[-a]d-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di, m.ri-ib-ad-di
344,138:113, m.a-zi-ri [ni-te-pu-u$, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
345,138:132,    m.ha-mu-[ni-]ri, m.ha-mu-[ni-]ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri, m.ha-mu-ni-ri
346,139:013, a-{pa}!-a$ m.a-zi-ru i-na LUGAL-ri, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
347,139:035, m.a-zi-ru a-na $a-$u mi-im-mu, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
348,139:037, ù mi-im m.ha-za-ni LUGAL, m.ha-za-ni, m.ha-za-ni, m.ha-za-ni, m.ha-za-ni, m.ha-za-ni, m.ha-za-ni
349,139:039, a-na ka-ta a-mur m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
350,140:003, m.AN-ra-pí-ih ÌR-ka a-na, m.AN-ra-pí-ih, m.AN-ra-pí-ih, m.AN-ra-pí-ih, m.AN-ra-pí-ih, m.AN-ra-pí-ih, m.AN-ra-pí-ih
351,140:009, i-na m.a-zi-ri ù yi-pu-$u, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
352,140:010, ki-ma ßÀ-$u a-mur m.a-zi-ru m.a-du-na LUGAL KUR ir-qa-ta, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
353,140:010, ki-ma ßÀ-$u a-mur m.a-zi-ru m.a-du-na LUGAL KUR ir-qa-ta, m.a-du-na, m.a-du-na, m.a-du-na, m.a-du-na, m.a-du-na, m.a-du-na
354,140:021, [yi]-pu-i$ m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
355,140:025, [$u ú-sa-m]ah m.i-ta-ka-ma, m.i-ta-ka-ma, m.i-ta-ka-ma, m.i-ta-ka-ma, m.i-ta-ka-ma, m.i-ta-ka-ma, m.i-ta-ka-ma
356,142:021, DUMU.DUMU.MEß $a m.ri-[i]b-[d.I]ßKUR, m.ri-[i]b-[d.I]ßKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR, m.ri-ib-d.IŠKUR
357,144:004, um-ma m.zi-im-re-ed-di, m.zi-im-re-ed-di, m.zi-im-re-ed-di, m.zi-im-re-ed-di, m.zi-im-re-ed-di, m.zi-im-re-ed-di, m.zi-im-re-ed-di
358,145:003, [um-ma m.zi-]im-ri-d[a], m.zi-]im-ri-d[a], m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
359,145:012, [$]a [i-n]a qa-at m.a [, m.a, m.a, m.a, m.a, m.a, m.a
360,146:015, [m.z]i-im-ri-da \ e i[-$a-ap-par], [m.z]i-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
361,147:066, ù GIß.MEß a-na $u-hu-ni-ia $a-ni-ta5 m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
362,147:068, L[Ú] ar-ni m.a-zi-ri DUMU ÌR-d.a$-ra-tum, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
363,149:002, um-ma m.a-bi-LUGAL ÌR-[k]a, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL
364,149:030, [m.e-ta-kà-ma p]a-wa-ra, [m.e-ta-kà-ma, m.e-ta-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma
365,149:035, [a-na _ _  -]ra m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ri
366,149:036, [DUMU m.ÌR d.]a$-ra-tum, m.ÌR, m.ÌR, m.ÌR, m.ÌR, m.ÌR, m.ÌR
367,149:037, [LÚ a]r-ni LUGAL m.ha-a-bi, m.ha-a-bi, m.ha-a-bi, m.ha-a-bi, m.ha-a-bi, m.ha-a-bi, m.ha-a-bi
368,149:040, [a-n]a m.a-zi-ra ù la-a, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ri
369,149:049, il-qè m.zi-im-re-da URU Ú-sú, m.zi-im-re-da, m.zi-im-re-da, m.zi-im-re-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
370,149:057, a-na LUGAL m.zi-im-re-da URU cí-du-na, m.zi-im-re-da, m.zi-im-re-da, m.zi-im-re-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
371,149:058, ù m.a-zi-ra LÚ ar-ni LUGAL, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ri
372,149:068, i-na UZU pí m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
373,149:070, a-na m.a-zi-ra ù a$-ta-par, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ri
374,150:002, [u]m-ma m.a-bi-mil-k[i ÌR-ka], m.a-bi-mil-k[i, m.a-bi-mil-ki, m.a-bi-mil-ki, m.a-bi-mil-ki, m.a-bi-mil-ki, m.a-bi-mil-ki
375,151:002, um-ma m.a-bi-LUGAL ÌR-ka, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL
376,151:011, qa-ti m.zi-im-re-da URU cí-du-na.KI, m.zi-im-re-da, m.zi-im-re-da, m.zi-im-re-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
377,151:045, u$-$e-er m.DINGIR.LUGAL LÚ.KIN-ri, m.DINGIR.LUGAL, m.DINGIR.LUGAL, m.DINGIR.LUGAL, m.DINGIR.LUGAL, m.DINGIR.LUGAL, m.DINGIR.LUGAL
378,151:059, m.e-ta-kà-ma pa-wu-ri, m.e-ta-kà-ma, m.e-ta-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma, m.e-tá-kà-ma
379,151:061, m.a-zi-ra nu-kúr-tu4, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ri
380,151:062, it-ti m.bir-ia-wa-zi, m.bir-ia-wa-zi, m.bir-ia-wa-zi, m.bir-ia-wa-zi, m.bir-ia-wa-zi, m.bir-ia-wa-zi, m.bir5-ia-wa-za
381,151:065, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
382,151:067, GIß MÁ.MEß ÉRIN.MEß i$-tu URU.HÁ m.a-zi-r[a ], m.a-zi-r[a, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ri
383,152:007, [a-nu-ma nu-kur-tu] m.[z]i-im-ri[-da L]Ú, m.[z]i-im-ri[-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
384,153:002, [u]m-ma m.ia-bi-LUGAL ÌR-ka, m.ia-bi-LUGAL, m.ia-bi-LUGAL, m.ia-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL, m.a-bi-LUGAL
385,154:002, um-ma m.a-bi-mil-ki Ì[R-ka], m.a-bi-mil-ki, m.a-bi-mil-ki, m.a-bi-mil-ki, m.a-bi-mil-ki, m.a-bi-mil-ki, m.a-bi-mil-ki
386,154:008, UGU-[hi m.]ia-wa $a iq-bi, m.]ia-wa, m.ia-wa, m.ia-wa, m.ia-wa, m.ia-wa, m.ia-wa
387,154:023, [m.]z[i-im-ri-da     ], [m.]z[i-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da, m.zi-im-ri-da
388,154:025, [LÚ] ar-nu m.a-zi-ra], m.a-zi-ra], m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ra, m.a-zi-ri
389,155:015, a-na ÌR m.MÍ ma-ia8-a-ti, m.MÍ, m.MÍ, m.MÍ, m.MÍ, m.MÍ, m.MÍ
390,155:029, m.MÍ ma-ia-a-ti BE-µì-[i]a, m.MÍ, m.MÍ, m.MÍ, m.MÍ, m.MÍ, m.MÍ
391,155:042, URU m.MÍ ma-ia8-a-ti, m.MÍ, m.MÍ, m.MÍ, m.MÍ, m.MÍ, m.MÍ
392,155:050, a-na na-[c]a-r[i] UR[U] m.[MÍ m]a-[i]a8-a-ti, m.[MÍ, m.MÍ, m.MÍ, m.MÍ, m.MÍ, m.MÍ
393,156:002, um-ma m.a-zi-ri ÌR-ka-ma, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
394,157:003, um-ma m.a-z[i-ri ÌR-ka-ma], m.a-z[i-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
395,158:001, a-n[a] m.tù-ú-tù EN-ia a-bi-i[a], m.tù-ú-tù, m.tù-ú-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
396,158:002, um-ma m.a-zi-ri DUMU-ka ÌR-ka[-ma], m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
397,158:005, m.tù-ú-tù a-nu-um-m[a a]t-[t]a-din, m.tù-ú-tù, m.tù-ú-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
398,158:012, m.tù-ú-tù a-bi-ia $u-pur, m.tù-ú-tù, m.tù-ú-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
399,158:034, [ù] i$-tu a-wa-te.MEß m.tù-ú-tù a-bi-ia, m.tù-ú-tù, m.tù-ú-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
400,159:002, [um-m]a m.a-zi-ri LÚ.ÌR-ka-ma, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
401,160:002, [um-m]a m.a-zi-ri LÚ.ÌR[-ka-ma], m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
402,161:002, um-ma m.a-zi-ri LÚ.ÌR-ka-ma, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
403,161:011, ù a$-$um m.ha-an-i LUGAL EN-ia iq-ta-bi, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i
404,161:017, ù li-ik-$u-ú-ud m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i
405,161:020, ßEß.MEß-ia ù m.be-ti-DINGIR iz-za-zu-nim, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR, m.be-ti-DINGIR
406,161:027, m.ha-an-i i-la-ak a-na pa-ni-ia, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i
407,161:031, i$-tu-mi pa-ni m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i, m.ha-an-i
408,161:038, i-le-eq-qú-nim i-na UZU pí-i m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
409,161:043, LUGAL EN-ia m.ha-ti-ip i-le-eq-qè, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
410,161:046, m.ha-ti-ip ù EN-ia lu-ú i-de4, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip, m.ha-ti-ip
411,162:001, [a-na m.a-zi-ru] L[Ú] URU a-mu-ur-ra qí-bí-ma, m.a-zi-ru], m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ru, m.a-zi-ri
412,162:056, um-ma-a lu-ma-$ir9-an-ni LUGAL EN-ia m.ha-an-ni, m.ha-an-ni, m.ha-an-ni, m.ha-an-ni, m.ha-an-ni, m.ha-an-ni, m.ha-an-i
413,162:063, a-na ßU-ti m.ha-an-ni L[Ú.ME]ß DUMU.KIN $a LUGAL, m.ha-an-ni, m.ha-an-ni, m.ha-an-ni, m.ha-an-ni, m.ha-an-ni, m.ha-an-i
414,162:068, m.$a-ar-ru qa-du gáb-bi DUMU.MEß-$u, m.$a-ar-ru, m.ša-ar-ru, m.ša-ar-ru, m.ša-ar-ru, m.ša-ar-ru, m.ša-ar-ru
415,162:069, m.tu-u-ia, m.tu-u-ia, m.tu-u-ia, m.tu-u-ia, m.tu-u-ia, m.tu-u-ia, m.tu-u-ia
416,162:070, m.le-e-ia qa-du gáb-bi DUMU.MEß-$u, m.le-e-ia, m.le-e-ia, m.le-e-ia, m.le-e-ia, m.le-e-ia, m.le-e-ia
417,162:071, m.wi-i$-ia-ri qa-du gáb-bi DUMU.MEß-$u, m.wi-i$-ia-ri, m.wi-iš-ia-ri, m.wi-iš-ia-ri, m.wi-iš-ia-ri, m.wi-iš-ia-ri, m.wi-iš-ia-ri
418,162:072, LÚ ha-at-nu $a m.ma-an-ia qa-du DUMU.MEß-$u, m.ma-an-ia, m.ma-an-ia, m.ma-an-ia, m.ma-an-ia, m.ma-an-ia, m.ma-an-ia
419,162:076, m.µa-a-$ir9-ti-i m.bá-a-lu-ú-ma, m.µa-a-$ir9-ti-i, m.ṭa-a-šir9-ti-i, m.ṭa-a-šir9-ti-i, m.ṭa-a-šir9-ti-i, m.ṭa-a-šir9-ti-i, m.ṭa-a-šir9-ti-i
420,162:076, m.µa-a-$ir9-ti-i m.bá-a-lu-ú-ma, m.bá-a-lu-ú-ma, m.bá-a-lu-ú-ma, m.bá-a-lu-ú-ma, m.bá-a-lu-ú-ma, m.bá-a-lu-ú-ma, m.bá-a-lu-ú-ma
421,162:077, m.ni-im-ma-he-e LÚ ha-pa-tù i-na KUR a-mur-ri $u-ú, m.ni-im-ma-he-e, m.ni-im-ma-he-e, m.ni-im-ma-he-e, m.ni-im-ma-he-e, m.ni-im-ma-he-e, m.ni-im-ma-he-e
422,164:001, a-na m.tù-u-tù EN-ia a-bi-ia, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù, m.tù-u-tù
